timestamps,rpm,speed,A/F LSU,Short FT,fuelPress,throttle,Manifold,waterTemp,airTemp,ecuTemp,batt,ignSw,Temp LSU,Long FT,A/F SP,injTime,injDuty,injPhase,AccelEnrich,idleTarget,iac,SparkAdv,zoneFlags,O2 Learn,Closed Loop,inj1 status,inj2 status,inj3 status,inj4 status,inj5 status,inj6 status,inj7 status,inj8 status,coil1 status,coil2 status,coil3 status,coil4 status
5.096,1662,38.800000000000004,13.8,-0.5500000081956387,46.70215303078294,12.941176470588236,-12.516757163219154,170.60000000000002,122.00000000000001,302.0,12.352941744029522,13.552941799163818,1443.2,-5.0,13.90000020712614,4.5080002141185105,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.218,1664,38.800000000000004,13.95,1.1500000171363354,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,122.00000000000001,302.0,12.352941744029522,13.552941799163818,1441.4,-5.0,13.90000020712614,4.494000213453546,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.253,1665,38.800000000000004,13.75,-0.15000000223517418,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,122.00000000000001,302.0,12.423529982566833,13.62353003770113,1441.4,-5.0,13.90000020712614,4.494000213453546,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.361,1660,38.800000000000004,13.95,-0.30000000447034836,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,123.8,302.0,12.352941744029522,13.552941799163818,1443.2,-5.0,13.90000020712614,4.496000213548541,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.454,1659,38.800000000000004,14.05,0.7000000104308128,46.84719077311456,12.941176470588236,-12.487749614752829,170.60000000000002,123.8,302.0,12.494118221104145,13.62353003770113,1439.6000000000001,-5.0,13.90000020712614,4.522000214783475,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.566,1655,38.800000000000004,13.75,-0.2500000037252903,46.84719077311456,12.941176470588236,-12.458742066286504,170.60000000000002,123.8,302.0,12.494118221104145,13.62353003770113,1439.6000000000001,-5.0,13.90000020712614,4.538000215543434,6,360.0,0.0,675,9.411764860153198,27.25,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.655,1662,38.800000000000004,14.05,0.30000000447034836,46.84719077311456,12.941176470588236,-12.458742066286504,170.60000000000002,123.8,302.0,12.211765266954899,13.482353560626507,1436.0,-5.0,13.90000020712614,4.534000215353444,6,360.0,0.0,675,9.411764860153198,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.76,1663,38.800000000000004,13.85,0.9500000141561031,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,123.8,302.0,12.211765266954899,13.482353560626507,1436.0,-5.0,13.90000020712614,4.494000213453546,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.86,1657,38.800000000000004,13.65,-1.0000000149011612,46.84719077311456,12.941176470588236,-12.516757163219154,170.60000000000002,123.8,302.0,12.211765266954899,13.482353560626507,1439.6000000000001,-5.0,13.90000020712614,4.510000214213505,6,360.0,0.0,675,9.411764860153198,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
5.966,1661,38.800000000000004,14.05,0.6500000096857548,46.84719077311456,12.941176470588236,-12.42973451782018,170.60000000000002,123.8,302.0,12.211765266954899,13.482353560626507,1436.0,-5.0,13.90000020712614,4.5480002160184085,6,360.0,0.0,675,9.411764860153198,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.054,1659,38.800000000000004,13.65,-0.30000000447034836,46.84719077311456,12.941176470588236,-12.487749614752829,170.60000000000002,123.8,302.0,12.211765266954899,13.482353560626507,1436.0,-5.0,13.90000020712614,4.522000214783475,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.156,1656,38.800000000000004,13.9,-0.7000000104308128,46.70215303078294,12.941176470588236,-12.516757163219154,170.60000000000002,123.8,302.0,12.211765266954899,13.482353560626507,1436.0,-5.0,13.90000020712614,4.510000214213505,6,360.0,0.0,675,9.411764860153198,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.256,1656,38.800000000000004,14.05,1.2500000186264515,46.70215303078294,12.941176470588236,-12.42973451782018,170.60000000000002,123.8,302.0,12.28235350549221,13.62353003770113,1439.6000000000001,-5.0,13.90000020712614,4.550000216113403,6,360.0,0.0,675,9.411764860153198,27.25,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.377,1659,38.800000000000004,13.8,-0.20000000298023224,46.84719077311456,12.941176470588236,-12.42973451782018,170.60000000000002,123.8,302.0,12.28235350549221,13.482353560626507,1436.0,-5.0,13.90000020712614,4.5480002160184085,6,360.0,0.0,675,9.411764860153198,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.461,1662,38.800000000000004,14.0,-0.05000000074505806,46.84719077311456,12.941176470588236,-12.458742066286504,170.60000000000002,123.8,302.0,12.352941744029522,13.62353003770113,1436.0,-5.0,13.90000020712614,4.534000215353444,6,360.0,0.0,675,9.411764860153198,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.558,1666,38.800000000000004,13.65,-0.2500000037252903,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,123.8,302.0,12.423529982566833,13.62353003770113,1436.0,-5.0,13.90000020712614,4.494000213453546,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.662,1660,38.800000000000004,13.75,-1.2000000178813934,46.70215303078294,12.941176470588236,-12.487749614752829,170.60000000000002,123.8,302.0,12.423529982566833,13.62353003770113,1436.0,-5.0,13.90000020712614,4.522000214783475,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.767,1673,38.800000000000004,14.100000000000001,0.7500000111758709,46.70215303078294,12.941176470588236,-12.545764711685479,170.60000000000002,123.8,302.0,12.352941744029522,13.552941799163818,1436.0,-6.0,13.90000020712614,4.490000213263556,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.862,1672,38.800000000000004,13.75,-0.20000000298023224,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,123.8,302.0,12.423529982566833,13.62353003770113,1436.0,-6.0,13.90000020712614,4.490000213263556,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
6.957,1671,38.800000000000004,14.0,-0.15000000223517418,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,123.8,302.0,12.211765266954899,13.482353560626507,1436.0,-6.0,13.90000020712614,4.492000213358551,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.055,1672,39.2,13.75,0.15000000223517418,46.84719077311456,12.941176470588236,-12.516757163219154,170.60000000000002,123.8,302.0,12.211765266954899,13.552941799163818,1436.0,-6.0,13.90000020712614,4.504000213928521,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.162,1675,39.2,13.65,-1.3500000201165676,46.84719077311456,12.941176470588236,-12.545764711685479,170.60000000000002,123.8,302.0,12.352941744029522,13.62353003770113,1436.0,-6.0,13.90000020712614,4.490000213263556,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.272,1683,39.2,14.100000000000001,0.6000000089406967,46.70215303078294,12.941176470588236,-12.487749614752829,170.60000000000002,123.8,302.0,12.423529982566833,13.62353003770113,1436.0,-6.0,13.90000020712614,4.5120002143085,6,360.0,0.0,675,9.411764860153198,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.362,1675,39.2,13.65,-1.1500000171363354,46.84719077311456,12.941176470588236,-12.42973451782018,172.40000000000003,123.8,302.0,12.28235350549221,13.552941799163818,1436.0,-6.0,13.90000020712614,4.542000215733424,6,360.0,0.0,675,7.8431373834609985,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.462,1678,39.2,14.0,0.2500000037252903,46.84719077311456,12.941176470588236,-12.342711872421205,172.40000000000003,123.8,302.0,12.211765266954899,13.552941799163818,1436.0,-6.0,13.90000020712614,4.578000217443332,6,360.0,0.0,675,7.8431373834609985,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.563,1683,39.2,14.100000000000001,0.850000012665987,46.84719077311456,12.941176470588236,-12.37171942088753,172.40000000000003,123.8,302.0,12.211765266954899,13.552941799163818,1436.0,-6.0,13.90000020712614,4.566000216873363,6,360.0,0.0,675,7.8431373834609985,27.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.796,1693,39.2,14.25,1.9500000290572643,46.84719077311456,13.333333333333334,-12.168666581623256,172.40000000000003,123.8,302.0,12.211765266954899,13.482353560626507,1439.6000000000001,-6.0,13.90000020712614,4.649000220815651,6,360.0,0.0,675,7.8431373834609985,27.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.9110000000000005,1711,39.2,14.2,1.3500000201165676,46.992228515446186,13.333333333333334,-11.907598645426333,172.40000000000003,123.8,302.0,12.352941744029522,13.552941799163818,1436.0,-7.0,13.90000020712614,4.757000225945376,6,360.0,0.0,675,7.8431373834609985,28.0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
7.968,1719,39.2,14.3,2.2000000327825546,47.13726625777781,14.509803921568627,-11.603019386529922,172.40000000000003,123.8,302.0,12.352941744029522,13.552941799163818,1439.6000000000001,-7.0,13.90000020712614,4.902000232832506,7,360.0,0.0,675,7.8431373834609985,28.0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1
8.08,1730,40.1,13.95,1.650000024586916,47.282304000109434,15.294117647058822,-10.834319352172315,172.40000000000003,123.8,302.0,12.352941744029522,13.552941799163818,1436.0,-6.0,13.90000020712614,5.2990002516889945,7,360.0,0.0,675,7.8431373834609985,27.75,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
